activity_person,torso,score
10_5,9.8889,0.59999999999999998
10_5,8.5861,1.0
10_5,8.3538,0.0
10_5,8.4568,0.0
10_5,7.6894,0.32500000000000001
10_5,7.1897,0.32500000000000001
10_5,6.9798,0.050000000000000003
10_5,7.337,0.0
10_5,7.9774,0.025000000000000001
10_5,8.172,0.0
10_5,8.4912,0.025000000000000001
10_5,8.6175,0.025000000000000001
10_5,8.8788,0.0
10_5,12.13,0.47499999999999998
10_5,12.294,0.10000000000000001
10_5,9.5216,0.25
10_5,8.6731,0.025000000000000001
10_5,8.5845,0.0
10_5,8.3936,0.0
10_5,7.5523,0.14999999999999999
10_5,6.7561,0.40000000000000002
10_5,6.6519,0.17499999999999999
10_5,7.1287,0.0
10_5,7.9168,0.025000000000000001
10_5,8.5785,0.0
10_5,8.5862,0.0
10_5,8.5573,0.0
10_5,9.3368,0.10000000000000001
10_5,11.952,0.27500000000000002
10_5,11.691,0.050000000000000003
10_5,10.225,0.72499999999999998
10_5,9.2506,0.45000000000000001
10_5,9.5779,0.25
10_5,8.6206,0.0
10_5,7.5618,0.5
10_5,6.7282,0.55000000000000004
10_5,6.7862,0.050000000000000003
10_5,7.3374,0.0
10_5,7.9494,0.025000000000000001
10_5,8.2181,0.0
10_5,8.5072,0.0
10_5,8.544,0.0
10_5,8.7666,0.0
10_5,10.278,0.77500000000000002
10_5,11.713,0.34999999999999998
10_5,11.758,0.10000000000000001
10_5,8.6579,0.52500000000000002
10_5,8.5145,0.0
10_5,8.9576,0.0
10_5,8.4308,0.0
10_5,7.3979,0.0
10_5,6.8168,0.050000000000000003
10_5,7.1435,0.0
10_5,7.6954,0.10000000000000001
10_5,8.3331,0.14999999999999999
10_5,8.6916,0.0
10_5,8.804,0.0
10_5,9.0415,0.050000000000000003
10_5,9.4945,0.074999999999999997
10_5,11.478,0.47499999999999998
10_5,11.823,0.050000000000000003
10_5,10.253,0.074999999999999997
10_5,8.6232,0.0
10_5,9.0405,0.0
10_5,8.3973,0.0
10_5,8.106,0.0
10_5,7.293,0.20000000000000001
10_5,6.8456,0.050000000000000003
10_5,7.1437,0.0
10_5,7.478,0.0
10_5,8.4097,0.0
10_5,8.589,0.0
10_5,8.3487,0.22500000000000001
10_5,8.5425,0.074999999999999997
10_5,9.1993,0.025000000000000001
10_5,12.091,0.29999999999999999
10_5,12.011,0.025000000000000001
10_5,8.9347,0.14999999999999999
10_5,8.8967,0.050000000000000003
10_5,9.2123,0.025000000000000001
10_5,8.2153,0.050000000000000003
10_5,7.0865,0.27500000000000002
10_5,6.6391,0.025000000000000001
10_5,7.1432,0.025000000000000001
10_5,7.8583,0.0
10_5,8.3036,0.0
10_5,8.5276,0.0
10_5,8.7062,0.0
10_5,9.0037,0.0
10_5,9.6138,0.10000000000000001
10_5,12.401,0.14999999999999999
10_5,11.72,0.050000000000000003
10_5,9.2781,0.0
10_5,8.7964,0.050000000000000003
10_5,9.0994,0.025000000000000001
10_5,8.9327,0.074999999999999997
10_5,7.6356,0.125
10_5,6.7584,0.0
10_5,6.3176,0.57499999999999996
10_5,7.0026,0.94999999999999996
10_5,7.7401,0.10000000000000001
10_5,8.425,0.050000000000000003
10_5,8.4994,0.0
10_5,9.2293,0.025000000000000001
10_5,9.3351,0.0
10_5,11.894,0.125
10_5,12.696,0.67500000000000004
10_5,10.03,0.90000000000000002
10_5,8.2565,0.27500000000000002
10_5,9.0762,0.050000000000000003
10_5,8.611,0.0
10_5,7.7251,0.45000000000000001
10_5,6.9137,0.34999999999999998
10_5,7.1726,0.0
10_5,7.4717,0.025000000000000001
10_5,8.1558,0.0
10_5,8.5423,0.0
10_5,8.7502,0.0
10_5,8.684,0.0
10_5,9.2558,0.0
10_5,10.388,0.84999999999999998
10_5,11.541,0.27500000000000002
10_5,10.162,0.025000000000000001
10_5,8.6061,0.0
10_5,9.7864,0.625
10_5,9.6346,1.0
10_5,8.9918,0.17499999999999999
10_5,7.6578,0.65000000000000002
10_5,6.6671,0.0
10_5,6.5931,0.0
10_5,7.0331,0.025000000000000001
10_5,7.7997,0.0
10_5,8.4703,0.0
10_5,8.7229,0.0
10_5,9.0207,0.025000000000000001
10_5,9.2974,0.050000000000000003
10_5,11.737,0.22500000000000001
10_5,12.234,0.14999999999999999
10_5,10.03,0.375
10_5,8.6687,0.0
10_5,9.3666,0.22500000000000001
10_5,9.4006,1.0
10_5,8.4104,0.025000000000000001
10_5,7.2936,0.025000000000000001
10_5,6.8454,0.0
10_5,7.218,0.025000000000000001
10_5,7.798,0.0
10_5,8.3779,0.0
10_5,8.9298,0.050000000000000003
10_5,9.1155,0.074999999999999997
10_5,9.1523,0.025000000000000001
10_5,9.6727,0.050000000000000003
10_5,13.221,1.0
10_5,12.092,1.0
10_5,9.2782,0.10000000000000001
10_5,8.9368,0.0
10_5,8.6909,0.0
10_5,8.2865,0.0
10_5,7.4141,0.17499999999999999
10_5,6.7434,0.025000000000000001
10_5,7.205,0.0
10_5,7.6289,0.025000000000000001
10_5,8.3444,0.0
10_5,8.2479,0.0
10_5,8.4399,0.0
10_5,8.8864,0.0
10_5,9.4533,0.050000000000000003
10_5,12.81,0.5
10_5,12.487,1.0
10_5,9.254,0.074999999999999997
10_5,8.5359,0.0
10_5,9.53,0.0
10_5,9.0545,0.10000000000000001
10_5,8.1857,0.0
10_5,7.2713,0.0
10_5,6.7631,0.0
10_5,6.7865,0.074999999999999997
10_5,7.4779,0.125
10_5,8.5421,0.025000000000000001
10_5,9.1532,0.59999999999999998
10_5,9.4506,0.125
10_5,9.457,0.34999999999999998
10_5,11.029,0.77500000000000002
10_5,11.92,0.125
10_5,10.484,0.074999999999999997
10_5,8.9659,0.0
10_5,9.3557,0.050000000000000003
10_5,8.681,0.0
10_5,8.3811,0.0
10_5,7.5315,0.5
10_5,6.6,0.0
10_5,6.8528,0.0
10_5,7.6063,0.0
10_5,8.2617,0.0
10_5,8.6189,0.050000000000000003
10_5,8.8718,0.375
10_5,8.976,0.125
10_5,10.369,0.75
10_5,11.891,0.025000000000000001
10_5,11.132,0.10000000000000001
10_5,8.1801,0.82499999999999996
10_5,8.537,0.14999999999999999
10_5,9.3605,0.22500000000000001
10_5,8.944,0.074999999999999997
10_5,7.3966,0.22500000000000001
10_5,6.682,0.0
10_5,6.9483,0.10000000000000001
10_5,7.5982,0.050000000000000003
10_5,8.4604,0.050000000000000003
10_5,8.9586,0.125
10_5,8.9142,0.050000000000000003
10_5,9.1395,0.42499999999999999
10_5,9.7033,0.55000000000000004
10_5,11.687,0.67500000000000004
10_5,11.601,0.025000000000000001
10_5,9.9865,0.050000000000000003
10_5,9.0871,0.75
10_5,9.5944,0.125
10_5,8.8005,0.5
10_5,7.9259,0.45000000000000001
10_5,7.011,0.65000000000000002
10_5,6.6385,0.0
10_5,6.9509,0.025000000000000001
10_5,7.4646,0.025000000000000001
10_5,8.2314,0.0
10_5,8.6792,0.0
10_5,8.782,0.0
10_5,8.6781,0.0
10_5,10.436,0.59999999999999998
10_5,11.787,0.0
10_5,11.7,0.0
10_5,9.435,0.0
10_5,9.3885,0.0
10_5,9.586,0.0
10_5,8.5806,0.0
10_5,7.1888,0.0
10_5,6.3769,0.20000000000000001
10_5,6.7109,0.14999999999999999
10_5,7.2619,0.0
10_5,8.2009,0.55000000000000004
10_5,8.6468,0.0
10_5,8.9222,0.0
10_5,8.7879,0.025000000000000001
10_5,9.1209,0.025000000000000001
10_5,11.716,0.55000000000000004
10_5,12.077,0.25
10_5,10.186,0.074999999999999997
10_5,8.8986,0.125
10_5,9.2431,0.0
10_5,8.7704,0.0
10_5,7.7108,0.59999999999999998
10_5,6.9067,0.0
10_5,6.683,0.025000000000000001
10_5,6.9728,0.0
10_5,7.8445,0.0
10_5,8.5453,0.025000000000000001
10_5,8.7389,0.025000000000000001
10_5,8.6039,0.050000000000000003
10_5,8.5886,0.0
10_5,10.927,0.55000000000000004
10_5,12.382,0.42499999999999999
10_5,11.168,0.125
10_5,8.4284,0.025000000000000001
10_5,9.0287,0.0
10_5,9.0635,0.0
10_5,8.3797,0.0
10_5,7.1749,0.0
10_5,6.8829,0.025000000000000001
10_5,7.2476,0.050000000000000003
10_5,7.6946,0.0
10_5,8.3184,0.025000000000000001
10_5,9.0192,0.025000000000000001
10_5,9.1531,0.074999999999999997
10_5,9.2271,0.0
10_5,9.8585,0.45000000000000001
10_5,12.463,0.67500000000000004
10_5,11.169,0.0
10_5,9.3002,0.45000000000000001
10_5,8.8334,0.0
10_5,8.3409,0.22500000000000001
10_5,8.2935,0.050000000000000003
10_5,7.5182,0.0
10_5,6.8919,0.074999999999999997
10_5,6.9359,0.0
10_5,7.68,0.0
10_5,8.2017,0.0
10_5,8.1275,0.0
10_5,8.2908,0.0
10_5,8.8267,0.17499999999999999
10_5,9.6919,0.67500000000000004
10_5,12.591,0.45000000000000001
10_5,12.272,0.14999999999999999
10_5,9.2107,0.074999999999999997
10_5,8.8066,0.0
10_5,9.466,0.75
10_5,8.5504,0.0
10_5,7.0387,0.40000000000000002
10_5,6.3683,0.45000000000000001
10_5,6.7257,0.90000000000000002
10_5,7.6205,0.050000000000000003
10_5,8.6902,0.0
10_5,9.1527,0.52500000000000002
10_5,9.0255,0.0
10_5,9.3158,0.55000000000000004
10_5,9.7322,0.47499999999999998
10_5,12.435,0.074999999999999997
10_5,11.334,0.050000000000000003
10_5,9.2341,0.20000000000000001
10_5,8.8788,0.0
10_5,8.7288,0.050000000000000003
10_5,8.7267,0.0
10_5,7.8605,0.050000000000000003
10_5,6.698,0.34999999999999998
10_5,6.8021,0.0
10_5,7.2488,0.0
10_5,7.9189,0.0
10_5,8.4557,0.025000000000000001
10_5,8.6485,0.025000000000000001
10_5,8.9015,0.0
10_5,9.4242,0.025000000000000001
10_5,12.073,0.34999999999999998
10_5,12.448,0.14999999999999999
10_5,9.7671,0.22500000000000001
10_5,8.8518,0.0
10_5,9.7544,0.57499999999999996
10_5,8.8126,0.0
10_5,7.9183,0.40000000000000002
10_5,7.2028,0.55000000000000004
10_5,7.268,0.14999999999999999
10_5,7.4622,0.20000000000000001
10_5,8.0665,0.22500000000000001
10_5,8.5197,0.0
10_5,8.8837,0.025000000000000001
10_5,8.9146,0.0
10_5,8.935,0.0
10_5,10.403,0.375
10_5,11.839,0.0
10_5,10.871,0.14999999999999999
10_5,9.0527,0.27500000000000002
10_5,9.205,0.0
10_5,8.9202,0.0
10_5,8.6197,0.025000000000000001
10_5,7.5924,0.45000000000000001
10_5,6.8172,0.0
10_5,6.6074,0.0
10_5,7.0396,0.0
10_5,7.9412,0.025000000000000001
10_5,8.4705,0.0
10_5,8.8272,0.0
10_5,8.9764,0.0
10_5,9.441,0.0
10_5,11.566,0.25
10_5,11.802,0.10000000000000001
10_5,10.314,0.0
10_5,8.3704,0.45000000000000001
10_5,9.3288,0.074999999999999997
10_5,9.4074,0.025000000000000001
10_5,8.1705,0.125
10_5,7.2333,0.0
10_5,6.6514,0.0
10_5,7.3522,0.0
10_5,8.0975,0.10000000000000001
10_5,8.4832,0.0
10_5,8.8557,0.0
10_5,8.9978,0.025000000000000001
10_5,8.9595,0.10000000000000001
10_5,9.771,0.34999999999999998
10_5,12.434,0.0
10_5,12.109,0.0
10_5,9.9498,0.074999999999999997
10_5,8.706,0.34999999999999998
10_5,9.0579,0.0
10_5,8.6671,0.050000000000000003
10_5,7.8912,0.20000000000000001
10_5,7.0722,0.0
10_5,6.8768,0.0
10_5,7.2034,0.0
10_5,7.9489,0.025000000000000001
10_5,8.247,0.074999999999999997
10_5,8.4548,0.0
10_5,8.7217,0.0
10_5,9.1249,0.025000000000000001
10_5,11.164,0.92500000000000004
10_5,12.323,0.29999999999999999
10_5,10.715,0.29999999999999999
10_5,8.8694,0.050000000000000003
10_5,9.2016,0.0
10_5,9.3634,0.025000000000000001
10_5,8.5651,0.050000000000000003
10_5,7.4717,0.025000000000000001
10_5,6.816,0.074999999999999997
10_5,6.7563,0.074999999999999997
10_5,7.3609,0.0
10_5,8.0373,0.025000000000000001
10_5,8.5204,0.025000000000000001
10_5,9.0786,0.32500000000000001
10_5,9.0843,0.025000000000000001
10_5,9.4198,0.025000000000000001
10_5,12.247,0.75
10_5,11.586,0.0
10_5,9.5315,0.025000000000000001
10_5,9.0559,0.0
10_5,9.2341,0.025000000000000001
10_5,8.6498,0.025000000000000001
10_5,7.591,0.025000000000000001
10_5,6.473,0.67500000000000004
10_5,6.2201,0.92500000000000004
10_5,7.003,0.025000000000000001
10_5,7.6655,0.074999999999999997
10_5,8.3212,0.025000000000000001
10_5,8.9229,0.074999999999999997
10_5,9.5861,0.0
10_5,9.7664,0.45000000000000001
10_5,12.1,0.42499999999999999
10_5,11.52,0.074999999999999997
10_5,8.5992,0.14999999999999999
10_5,8.7755,0.0
10_5,9.2569,0.0
10_5,8.8054,0.0
10_5,7.7855,0.025000000000000001
10_5,6.9432,0.0
10_5,7.0243,0.0
10_5,7.5761,0.074999999999999997
10_5,8.4245,0.0
10_5,8.9007,0.0
10_5,8.8856,0.0
10_5,8.7815,0.0
10_5,9.651,0.074999999999999997
10_5,12.371,0.65000000000000002
10_5,12.078,0.025000000000000001
10_5,9.651,0.025000000000000001
10_5,8.9512,0.0
10_5,9.4893,0.80000000000000004
10_5,8.9052,0.0
10_5,8.3453,0.10000000000000001
10_5,7.2943,0.82499999999999996
10_5,6.7274,0.074999999999999997
10_5,6.9802,0.074999999999999997
10_5,7.7107,0.10000000000000001
10_5,8.2606,0.125
10_5,8.4905,0.025000000000000001
10_5,8.8922,0.0
10_5,9.0192,0.0
10_5,10.955,0.25
10_5,11.816,0.27500000000000002
10_5,10.82,0.34999999999999998
10_5,8.9946,0.025000000000000001
10_5,9.299,0.0
10_5,9.0633,0.0
10_5,8.6481,0.0
10_5,7.3382,0.40000000000000002
10_5,6.7638,0.050000000000000003
10_5,6.9355,0.0
10_5,7.9039,0.45000000000000001
10_5,8.3499,0.050000000000000003
10_5,8.4529,0.025000000000000001
10_5,8.7367,0.025000000000000001
10_5,8.7579,0.0
10_5,9.2263,0.0
10_5,12.157,0.77500000000000002
10_5,11.496,0.025000000000000001
10_5,9.235,0.0
10_5,9.0269,0.0
10_5,9.3973,0.025000000000000001
10_5,8.9329,0.0
10_5,7.9634,0.125
10_5,6.5466,0.375
10_5,6.2026,0.625
10_5,6.8958,0.050000000000000003
10_5,7.2453,0.025000000000000001
10_5,8.0808,0.42499999999999999
10_5,8.6015,0.14999999999999999
10_5,8.6899,0.025000000000000001
10_5,8.6981,0.0
10_5,10.431,1.0
10_5,12.084,0.32500000000000001
10_5,10.937,0.074999999999999997
10_5,8.4495,0.34999999999999998
10_5,8.6346,0.025000000000000001
10_5,8.5257,0.0
10_5,8.2446,0.025000000000000001
10_5,7.2407,0.074999999999999997
10_5,6.6521,0.050000000000000003
10_5,6.733,0.074999999999999997
10_5,7.3068,0.025000000000000001
10_5,8.0436,0.0
10_5,8.5429,0.0
10_5,9.034,0.074999999999999997
10_5,8.8763,0.025000000000000001
10_5,9.4485,0.050000000000000003
10_5,11.404,0.27500000000000002
10_5,10.51,0.10000000000000001
10_5,8.6433,1.0
10_5,9.1295,0.074999999999999997
10_5,10.069,0.22500000000000001
10_5,9.5004,0.40000000000000002
10_5,8.0446,0.57499999999999996
10_5,6.7489,0.0
10_5,6.2204,0.40000000000000002
10_5,6.7126,0.050000000000000003
10_5,7.397,0.0
10_5,8.2537,0.625
10_5,8.7674,0.025000000000000001
10_5,9.0202,0.025000000000000001
10_5,9.0947,0.0
10_5,10.969,0.17499999999999999
10_5,12.577,0.75
10_5,10.463,0.67500000000000004
10_5,8.2721,1.0
10_5,8.8954,0.0
10_5,9.0346,0.0
10_5,8.2456,0.125
10_5,7.0699,0.34999999999999998
10_5,6.668,0.025000000000000001
10_5,6.8837,0.025000000000000001
10_5,7.8595,0.025000000000000001
10_5,8.6696,0.025000000000000001
10_5,8.7516,0.0
10_5,8.96,0.0
10_5,9.256,0.0
10_5,10.456,0.45000000000000001
10_5,12.211,0.0
10_5,11.303,0.0
10_5,9.3374,0.0
10_5,8.7742,0.025000000000000001
10_5,8.4592,0.074999999999999997
10_5,8.4928,0.10000000000000001
10_5,7.8594,0.20000000000000001
10_5,6.9663,0.0
10_5,6.5933,0.0
10_5,6.9644,0.025000000000000001
10_5,7.6861,0.025000000000000001
10_5,8.3347,0.25
10_5,8.6912,0.025000000000000001
10_5,8.9671,0.125
10_5,9.5115,0.45000000000000001
10_5,11.936,0.375
10_5,11.16,0.025000000000000001
10_5,8.7923,0.22500000000000001
10_5,8.6248,0.050000000000000003
10_5,9.3968,0.29999999999999999
10_5,8.9595,0.050000000000000003
10_5,7.6493,0.14999999999999999
10_5,6.5469,0.125
10_5,6.5847,0.10000000000000001
10_5,7.4269,0.125
10_5,8.3191,0.25
10_5,8.877,0.050000000000000003
10_5,8.9898,0.025000000000000001
10_5,9.0641,0.074999999999999997
10_5,9.7189,0.22500000000000001
10_5,12.604,0.25
10_5,12.013,0.42499999999999999
10_5,9.3097,0.050000000000000003
10_5,8.6625,0.10000000000000001
10_5,8.8474,0.050000000000000003
10_5,8.665,0.0
10_5,7.6665,0.17499999999999999
10_5,6.9444,0.14999999999999999
10_5,6.9653,0.025000000000000001
10_5,7.2173,0.0
10_5,7.7541,0.025000000000000001
10_5,8.3727,0.125
10_5,8.6932,0.0
10_5,8.8114,0.025000000000000001
10_5,9.0808,0.0
10_5,11.804,0.074999999999999997
10_5,12.323,0.29999999999999999
10_5,9.94,0.625
10_5,8.4128,0.025000000000000001
10_5,9.6944,0.55000000000000004
10_5,9.3326,0.20000000000000001
10_5,8.0521,0.47499999999999998
10_5,7.0555,0.14999999999999999
10_5,6.6736,0.0
10_5,7.0313,0.050000000000000003
10_5,7.6639,0.025000000000000001
10_5,8.3629,0.0
10_5,8.7878,0.0
10_5,9.1226,0.025000000000000001
10_5,9.6425,0.375
10_5,11.14,0.65000000000000002
10_5,11.972,0.025000000000000001
10_5,10.558,0.074999999999999997
10_5,8.7332,0.050000000000000003
10_5,8.684,0.0
10_5,8.532,0.0
10_5,8.5004,0.0
10_5,7.5389,0.27500000000000002
10_5,6.9498,0.0
10_5,6.8892,0.074999999999999997
10_5,7.3509,0.0
10_5,7.9463,0.025000000000000001
10_5,8.2593,0.025000000000000001
10_5,8.6754,0.050000000000000003
10_5,8.9285,0.0
10_5,9.2879,0.0
10_5,11.741,0.82499999999999996
10_5,11.658,0.050000000000000003
10_5,9.3445,0.025000000000000001
10_5,8.4481,0.0
10_5,9.4787,0.94999999999999996
10_5,8.988,0.10000000000000001
10_5,8.1862,0.125
10_5,7.0024,0.40000000000000002
10_5,6.7628,0.025000000000000001
10_5,7.2245,0.0
10_5,7.9474,0.0
10_5,8.7286,0.0
10_5,8.9588,0.025000000000000001
10_5,8.6456,0.10000000000000001
10_5,8.7935,0.025000000000000001
10_5,9.9409,0.40000000000000002
10_5,12.556,0.29999999999999999
10_5,11.704,0.42499999999999999
10_5,9.6867,0.17499999999999999
10_5,9.1293,0.92500000000000004
10_5,8.8308,0.10000000000000001
10_5,8.1586,0.17499999999999999
10_5,7.3235,0.10000000000000001
10_5,6.5026,0.75
10_5,6.6358,0.10000000000000001
10_5,7.2538,0.025000000000000001
10_5,7.9901,0.52500000000000002
10_5,8.1837,0.20000000000000001
10_5,8.2723,0.125
10_5,8.6967,0.0
10_5,9.1522,0.074999999999999997
10_5,11.903,0.94999999999999996
10_5,12.216,0.20000000000000001
10_5,9.5653,0.0
10_5,7.807,0.074999999999999997
10_5,8.7303,0.29999999999999999
10_5,8.5257,0.10000000000000001
10_5,8.0506,0.32500000000000001
10_5,7.239,0.22500000000000001
10_5,6.5759,0.050000000000000003
10_5,7.1868,0.0
10_5,7.633,0.025000000000000001
10_5,8.6973,0.025000000000000001
10_5,8.8835,0.025000000000000001
10_5,8.6758,0.025000000000000001
10_5,8.8381,0.0
10_5,10.328,0.27500000000000002
10_5,12.309,0.375
10_5,10.842,0.25
10_5,9.2765,0.074999999999999997
10_5,9.3391,0.050000000000000003
10_5,8.8224,0.050000000000000003
10_5,7.7849,0.025000000000000001
10_5,6.8386,0.125
10_5,6.2801,0.52500000000000002
10_5,6.7265,0.10000000000000001
10_5,7.5152,0.20000000000000001
10_5,8.2755,0.050000000000000003
10_5,8.4913,0.0
10_5,9.0198,0.074999999999999997
10_5,9.1252,0.0
10_5,10.719,0.52500000000000002
10_5,11.339,0.22500000000000001
10_5,10.214,0.17499999999999999
10_5,8.3299,0.34999999999999998
10_5,8.7986,0.0
10_5,9.2931,0.050000000000000003
10_5,8.5278,0.050000000000000003
10_5,7.2335,0.050000000000000003
10_5,6.3693,0.14999999999999999
10_5,6.7339,0.0
10_5,7.5764,0.050000000000000003
10_5,8.8026,0.29999999999999999
10_5,9.1384,0.025000000000000001
10_5,8.9901,0.10000000000000001
10_5,8.9156,0.050000000000000003
10_5,10.069,0.84999999999999998
10_5,12.98,0.94999999999999996
10_5,11.322,1.0
10_5,9.2205,0.22500000000000001
10_5,9.4234,0.050000000000000003
10_5,8.5919,0.10000000000000001
10_5,7.7865,0.074999999999999997
10_5,6.7743,0.27500000000000002
10_5,6.8176,0.0
10_5,7.7556,0.074999999999999997
10_5,8.2468,0.17499999999999999
10_5,8.3657,0.025000000000000001
10_5,8.3357,0.025000000000000001
10_5,8.6852,0.125
10_5,9.1092,0.125
10_5,11.342,0.375
10_5,12.189,0.125
10_5,10.739,0.074999999999999997
10_5,8.1073,0.59999999999999998
10_5,8.8488,0.17499999999999999
10_5,9.1369,0.025000000000000001
10_5,8.5262,0.074999999999999997
10_5,7.3666,0.125
10_5,7.0233,0.074999999999999997
10_5,7.3353,0.050000000000000003
10_5,7.4992,0.025000000000000001
10_5,7.9242,0.125
10_5,8.5714,0.0
10_5,9.047,0.050000000000000003
10_5,9.107,0.0
10_5,9.5829,0.40000000000000002
10_5,11.732,0.22500000000000001
10_5,11.123,0.14999999999999999
10_5,9.0968,0.14999999999999999
10_5,8.6513,0.025000000000000001
10_5,9.1438,0.625
10_5,8.9476,0.074999999999999997
10_5,8.4985,0.0
10_5,7.0982,0.75
10_5,6.4419,0.32500000000000001
10_5,6.9032,0.025000000000000001
10_5,7.1126,0.42499999999999999
10_5,7.9103,0.27500000000000002
10_5,8.788,0.65000000000000002
10_5,9.3626,0.0
10_5,10.034,0.25
10_5,12.264,0.27500000000000002
10_5,11.637,0.050000000000000003
10_5,9.3283,0.0
10_5,7.9585,0.14999999999999999
10_5,8.8085,0.0
10_5,8.6469,0.17499999999999999
10_5,8.0078,0.40000000000000002
10_5,7.0891,0.10000000000000001
10_5,7.1803,0.050000000000000003
10_5,7.0852,0.52500000000000002
10_5,7.8893,0.025000000000000001
10_5,8.4388,0.025000000000000001
10_5,8.6039,0.074999999999999997
10_5,8.574,0.10000000000000001
10_5,9.3612,0.025000000000000001
10_5,10.957,0.69999999999999996
10_5,11.908,0.17499999999999999
10_5,10.731,0.10000000000000001
10_5,8.9663,0.14999999999999999
10_5,9.1478,0.025000000000000001
10_5,8.9956,0.0
10_5,8.8522,0.074999999999999997
10_5,7.7045,0.57499999999999996
10_5,6.6158,0.14999999999999999
10_5,6.519,0.025000000000000001
10_5,7.1817,0.0
10_5,7.8515,0.050000000000000003
10_5,8.3505,0.10000000000000001
10_5,8.7673,0.025000000000000001
10_5,9.2148,0.0
10_5,9.0659,0.050000000000000003
10_5,11.716,0.94999999999999996
10_5,12.161,0.050000000000000003
10_5,10.149,0.25
10_5,8.8824,0.29999999999999999
10_5,9.6415,0.125
10_5,9.3031,0.0
10_5,8.164,0.17499999999999999
10_5,6.8764,0.17499999999999999
10_5,6.3546,0.45000000000000001
10_5,7.0546,0.025000000000000001
10_5,7.9636,0.32500000000000001
10_5,8.9661,0.0
10_5,8.96,0.050000000000000003
10_5,8.8414,0.0
10_5,9.2338,0.0
10_5,11.746,0.074999999999999997
10_5,12.629,0.77500000000000002
10_5,10.367,0.59999999999999998
10_5,8.691,0.52500000000000002
10_5,8.8787,0.0
10_5,8.5539,0.025000000000000001
10_5,7.9633,0.074999999999999997
10_5,7.1826,0.90000000000000002
10_5,6.6969,0.025000000000000001
10_5,7.158,0.0
10_5,7.471,0.074999999999999997
10_5,8.0517,0.050000000000000003
10_5,8.2752,0.14999999999999999
10_5,8.4456,0.025000000000000001
10_5,8.729,0.025000000000000001
10_5,10.107,0.5
10_5,11.823,0.050000000000000003
10_5,11.086,0.125
10_5,8.4953,0.20000000000000001
10_5,8.642,0.025000000000000001
10_5,9.1744,0.0
10_5,8.5574,0.074999999999999997
10_5,7.4263,0.074999999999999997
10_5,7.0385,0.050000000000000003
10_5,7.0518,0.125
10_5,7.5299,0.074999999999999997
10_5,8.2446,0.025000000000000001
10_5,8.4374,0.025000000000000001
10_5,8.7348,0.14999999999999999
10_5,9.0773,0.125
10_5,9.2395,0.10000000000000001
10_5,10.486,0.72499999999999998
10_5,12.555,0.67500000000000004
10_5,11.096,0.5
10_5,9.3288,0.0
10_5,9.1595,0.0
10_5,8.1286,0.32500000000000001
10_5,7.5764,0.5
10_5,6.8539,0.125
10_5,6.7336,0.025000000000000001
10_5,7.1877,0.0
10_5,7.8281,0.0
10_5,8.0144,0.45000000000000001
10_5,8.4394,0.025000000000000001
10_5,8.7069,0.0
10_5,9.0503,0.0
10_5,10.881,0.55000000000000004
10_5,11.772,0.025000000000000001
10_5,10.908,0.074999999999999997
10_5,8.6306,0.27500000000000002
10_5,8.874,0.0
10_5,9.4138,0.025000000000000001
10_5,8.7671,0.0
10_5,7.6066,0.050000000000000003
10_5,6.7718,0.074999999999999997
10_5,7.1441,0.375
10_5,7.6581,0.074999999999999997
10_5,8.3948,0.22500000000000001
10_5,8.8702,0.17499999999999999
10_5,9.1243,0.025000000000000001
10_5,9.1976,0.10000000000000001
10_5,9.4207,0.0
10_5,12.455,0.80000000000000004
10_5,11.96,0.050000000000000003
10_5,8.9957,0.025000000000000001
10_5,8.6459,0.10000000000000001
10_5,8.8158,0.0
10_5,8.4193,0.0
10_5,7.725,0.25
10_5,7.0836,0.10000000000000001
10_5,6.9492,0.0
10_5,7.2166,0.050000000000000003
10_5,7.9166,0.074999999999999997
10_5,8.394,0.050000000000000003
10_5,8.2883,0.025000000000000001
10_5,8.4375,0.074999999999999997
10_5,8.9086,0.0
10_5,11.713,1.0
10_5,12.053,0.0
10_5,9.2612,0.025000000000000001
10_5,8.5756,0.050000000000000003
10_5,9.5383,0.92500000000000004
10_5,9.1977,0.0
10_5,8.1411,0.125
10_5,7.0544,0.074999999999999997
10_5,6.9502,0.27500000000000002
10_5,7.3882,0.025000000000000001
10_5,7.9766,0.10000000000000001
10_5,8.459,0.10000000000000001
10_5,8.7807,0.025000000000000001
10_5,8.974,0.0
10_5,9.643,0.0
10_5,11.059,0.52500000000000002
10_5,11.616,0.10000000000000001
10_5,9.8727,0.34999999999999998
10_5,8.6221,1.0
10_5,9.8451,0.55000000000000004
10_5,9.3958,0.375
10_5,8.6416,0.050000000000000003
10_5,7.3365,0.025000000000000001
10_5,6.6662,0.17499999999999999
10_5,6.7702,0.22500000000000001
10_5,7.4258,0.10000000000000001
10_5,8.0966,0.074999999999999997
10_5,8.5287,0.025000000000000001
10_5,8.8623,0.0
10_5,9.2727,0.025000000000000001
10_5,10.687,0.59999999999999998
10_5,12.041,0.050000000000000003
10_5,11.102,0.0
10_5,8.6897,0.125
10_5,8.6872,0.0
10_5,9.2271,0.0
10_5,8.7527,0.025000000000000001
10_5,7.9425,0.025000000000000001
10_5,7.0549,0.94999999999999996
10_5,6.9792,0.0
10_5,7.724,0.10000000000000001
10_5,8.4822,0.025000000000000001
10_5,8.3405,0.125
10_5,8.5861,0.074999999999999997
